Timestamp,State,Are you attending National Convention 2019?,Party,What do you value most in a candidate?,Which of these factors most influences your vote?,Vote,Which of these factors most greatly influences your decision to support a specific Presidential ticket?,How likely are you to change your mind or choose a Presidential ticket at National Convention? ,Do you currently plan to vote for any specific Representative or Senatorial candidates?,"Once elected, how involved in the Administration of the TeenPact nation should Representatives and Senators be?",Which of these candidates do you recognize?
5/17/2019 1:35:55,Florida,No,N/A,Humility,Instagram page,Richardson/Benitez,Prior relationship with candidates,It's possible,Yes,Moderately involved,"Anna Claire Williams, Isaac Richardson, Libby Robinson, Logan Hancock, Luke Bieber, Maggie Megelsh, Patrick Sullivan"
,,,,,,,,,,,
5/17/2019 2:01:28,Arkansas,No,Compassion,Honesty,Instagram page,Caba/Slack,Social media presence,It's possible,Yes,Very involved,"Anna Claire Williams, Caleb Hahn, Chloe Jo Woodell, Daniel McCarthy, Grace Slack, Lindsey Caba, Luke Bieber, Madelyn McDonald, Noah Diaz"
,,,,,,,,,,,
5/17/2019 2:07:41,Mississippi,Yes,Vision,Humility,Elections Hall table setup,Robinson/Adams,Prior relationship with candidates,Unlikely,Yes,Very involved,"Abby Murray, Anna Adams, Anna Claire Williams, Bradley Conrad, Briley Glisson, Chad Fryer, Chloe Carlson, Chloe Jo Woodell, Emma Freeland, Eva Reynolds, Isaac Richardson, Jonathan Crampton, Libby Robinson, Liz Daley, Logan Hancock, Maggie Megelsh, Meredith Durham, Patrick Sullivan, Toby Forehand"
,,,,,,,,,,,
5/17/2019 2:07:46,Mississippi,Yes,Vision,Humility,Elections Hall table setup,Robinson/Adams,Prior relationship with candidates,Unlikely,Yes,Very involved,"Abby Murray, Anna Adams, Anna Claire Williams, Bradley Conrad, Briley Glisson, Chad Fryer, Chloe Carlson, Chloe Jo Woodell, Emma Freeland, Eva Reynolds, Isaac Richardson, Jonathan Crampton, Libby Robinson, Liz Daley, Logan Hancock, Maggie Megelsh, Meredith Durham, Patrick Sullivan, Toby Forehand"
,,,,,,,,,,,
5/17/2019 2:08:22,Florida,Yes,Compassion,Honesty,,Robinson/Adams,Campaign team outreach,Unlikely,Yes,Very involved,"Anna Adams, Jonathan Crampton, Libby Robinson, Patrick Sullivan, William Ferguson"
,,,,,,,,,,,
5/17/2019 2:11:44,Alabama,Yes,Perseverance,Confidence,Campaign merchandise,Robinson/Adams,Performance during debates,Unlikely,Yes,Very involved,"Anna Adams, Anna Claire Williams, Bradley Conrad, Briley Glisson, Caroline Gould, Carter MacDonald, Chad Fryer, Chloe Jo Woodell, David Gosz, Emma Freeland, Isaac Richardson, Jonathan Crampton, Lauren Wagner, Libby Robinson, Logan Hancock, Lydia Smith, Maggie Megelsh, Meredith Durham, Noah Diaz, Patrick Sullivan, Toby Forehand"
,,,,,,,,,,,
5/17/2019 2:14:45,,Yes,Vision,Humility,Elections Hall table setup,Robinson/Adams,Prior relationship with candidates,Out of the question,Yes,Moderately involved,"Anna Adams, Anna Claire Williams, Bradley Conrad, Briley Glisson, Chad Fryer, Isaac Richardson, Jonathan Crampton, Libby Robinson, Logan Hancock, Meredith Durham, Patrick Sullivan"
,,,,,,,,,,,
5/17/2019 2:16:30,Arkansas,Yes,Compassion,Humility,Campaign merchandise,Robinson/Adams,Personal interaction at National Convention,It's possible,Yes,Moderately involved,"Anna Adams, Blake Landry, Bradley Conrad, Caroline Gould, Charlie Hester, Chloe Jo Woodell, David Gosz, Emma Freeland, Libby Robinson, Logan Hancock, Maggie Megelsh, Meredith Durham"
,,,,,,,,,,,
5/17/2019 2:18:18,Alabama,Yes,Vision,Honesty,Elections Hall table setup,Robinson/Adams,Prior relationship with candidates,Unlikely,Yes,Moderately involved,"Anna Adams, Anna Claire Williams, Bradley Conrad, Briley Glisson, Chad Fryer, Emma Freeland, Isaac Richardson, Libby Robinson, Liz Daley, Logan Hancock, Luke Bieber, Meredith Durham, Patrick Sullivan, William Ferguson"
,,,,,,,,,,,
5/17/2019 2:39:04,Florida,Yes,Compassion,Humility,Campaign merchandise,Robinson/Adams,Personal interaction at National Convention,It's possible,Yes,Moderately involved,"Abby Murray, Anna Adams, Anna Claire Williams, Bradley Conrad, Briley Glisson, Chloe Carlson, Daniel McCarthy, Emma Freeland, Isaac Richardson, Jonathan Crampton, Josiah Wolfe, Kylee Brandon, Libby Robinson, Liz Daley, Logan Hancock, Maggie Megelsh, Meredith Durham, Nathan Furlough, Noah Diaz, Patrick Sullivan, Ryan Folmar, Taylor Migliore, Tessa Lynn, Toby Forehand, William Ferguson"
,,,,,,,,,,,
5/17/2019 2:42:27,Alabama,Yes,Vision,Humility,Elections Hall table setup,Robinson/Adams,Prior relationship with candidates,Unlikely,Yes,Very involved,"Anna Adams, Bradley Conrad, Briley Glisson, Chloe Jo Woodell, Isaac Richardson, Josiah Kolar, Libby Robinson, Liz Daley, Madelyn McDonald, Meredith Durham, Noah Diaz, Patrick Sullivan, Toby Forehand"
,,,,,,,,,,,
5/17/2019 2:43:38,Arkansas,Yes,Vision,Humility,Campaign merchandise,Robinson/Adams,Performance during debates,It's possible,Yes,Moderately involved,"Abby Murray, Anna Adams, Bradley Conrad, Carter MacDonald, Chloe Jo Woodell, Emma Freeland, Isaac Richardson, Libby Robinson, Logan Hancock, Nathan Furlough, Noah Kent, Toby Forehand"
,,,,,,,,,,,
5/17/2019 2:45:37,Virginia,Yes,Vision,Honesty,Campaign posters,Robinson/Adams,Prior relationship with candidates,Unlikely,Yes,Moderately involved,"Anna Adams, Briley Glisson, Carter MacDonald, Chloe Jo Woodell, Kylee Brandon, Libby Robinson, Liz Daley, Maggie Megelsh, Patrick Sullivan, Taylor Migliore"
,,,,,,,,,,,
5/17/2019 2:49:36,Tennessee,Yes,Vision,Humility,Instagram page,Forehand/McDonald,Prior relationship with candidates,Unlikely,Yes,Moderately involved,"Anna Claire Williams, Biani Benitez, Emma Freeland, Isaac Richardson, Jonathan Crampton, Libby Robinson, Lily Beall, Liz Daley, Logan Hancock, Luke Bieber, Madelyn McDonald, Maggie Megelsh, Meredith Durham, Nathan Furlough, Patrick Sullivan, Toby Forehand, William Ferguson"
,,,,,,,,,,,
5/17/2019 2:52:52,Nebraska,Yes,Perseverance,Humility,Instagram page,Richardson/Benitez,Performance during debates,It's possible,Yes,Moderately involved,"Biani Benitez, Bradley Conrad, Briley Glisson, Chad Fryer, Chloe Jo Woodell, Isaac Richardson, Josiah Kolar, Josiah Wolfe, Libby Robinson, Logan Hancock, Nathan Furlough, Patrick Sullivan, Tessa Lynn, Toby Forehand"
,,,,,,,,,,,
5/17/2019 3:04:34,Alabama,Yes,Vision,Humility,Instagram page,Richardson/Benitez,Prior relationship with candidates,It's possible,Yes,Very involved,"Abby Murray, Andrew Gwinn, Anna Adams, Anna Claire Williams, Biani Benitez, Blake Landry, Braden Kanyur, Bradley Conrad, Briley Glisson, Caroline Gould, Chad Fryer, Chloe Carlson, Chloe Jo Woodell, Daniel McCarthy, David Gosz, David McElroy, Emma Freeland, Eva Reynolds, Grace Slack, Isaac Richardson, Josiah Kolar, Josiah Wolfe, Kylee Brandon, Libby Robinson, Lindsey Caba, Liz Daley, Logan Hancock, Luke Bieber, Lydia Smith, Madelyn McDonald, Maggie Megelsh, Meredith Durham, Nathan Furlough, Nick Alexakos, Noah Diaz, Patrick Sullivan, Spencer Graham, Taylor Migliore, Tessa Lynn, Toby Forehand, William Ferguson"
,,,,,,,,,,,
5/17/2019 3:25:19,Mississippi,Yes,Perseverance,Kindness,Campaign merchandise,Robinson/Adams,Prior relationship with candidates,Unlikely,Yes,Moderately involved,"Chad Fryer, Charlie Hester, Daniel McCarthy, Isaac Richardson, Jonathan Crampton, Libby Robinson, Spencer Graham"
,,,,,,,,,,,
5/17/2019 3:32:00,Indiana,No,Perseverance,Honesty,Instagram page,Undecided,Performance during debates,It's possible,Yes,Moderately involved,"Biani Benitez, Briley Glisson, Caroline Gould, David Gosz, Emma Freeland, Grace Slack, Isaac Richardson, Josiah Kolar, Josiah Wolfe, Kasey Cochran, Lindsey Caba, Maggie Megelsh, Noah Diaz, Noah Kent, Patrick Sullivan, Toby Forehand"
,,,,,,,,,,,
5/17/2019 3:55:15,Arkansas,No,Compassion,Open-mindedness,Instagram page,Undecided,Social media presence,Very likely,Yes,Moderately involved,"Abby Murray, Anna Claire Williams, Caroline Gould, Chad Fryer, Chloe Jo Woodell, Isaac Richardson, Libby Robinson, Maggie Megelsh, Nathan Furlough, Patrick Sullivan, Ryan Folmar, Toby Forehand"
,,,,,,,,,,,
5/17/2019 5:26:25,Arizona,Yes,Perseverance,Humility,Instagram page,Robinson/Adams,Personal interaction at National Convention,It's possible,Yes,Moderately involved,"Abby Murray, Anna Adams, Anna Claire Williams, Biani Benitez, Braden Kanyur, Bradley Conrad, Briley Glisson, Chad Fryer, Charlie Hester, Emma Freeland, Isaac Richardson, Jonathan Crampton, Josiah Wolfe, Libby Robinson, Liz Daley, Logan Hancock, Luke Bieber, Madelyn McDonald, Maggie Megelsh, Meredith Durham, Nathan Furlough, Noah Diaz, Patrick Sullivan, Tessa Lynn, Toby Forehand"
,,,,,,,,,,,
5/17/2019 7:48:39,Mississippi,Yes,Perseverance,Confidence,Instagram page,Robinson/Adams,Social media presence,It's possible,Yes,Very involved,"Anna Adams, Anna Claire Williams, Biani Benitez, Briley Glisson, Caleb Hahn, Caroline Gould, Carter MacDonald, Chad Fryer, Charlie Hester, Chloe Jo Woodell, Grace Slack, Isaac Richardson, Jonathan Crampton, Jonathan McCallum, Josiah Kolar, Josiah Wolfe, Kylee Brandon, Libby Robinson, Lindsey Caba, Logan Hancock, Lydia Smith, Maggie Megelsh, Meredith Durham, Noah Diaz, Patrick Sullivan"
,,,,,,,,,,,
5/17/2019 10:19:20,Florida,Yes,Perseverance,Kindness,Elections Hall table setup,Robinson/Adams,Prior relationship with candidates,Unlikely,Yes,Very involved,"Abby Murray, Anna Adams, Anna Claire Williams, Caroline Gould, Chloe Carlson, Emma Freeland, Eva Reynolds, Grace Slack, Kylee Brandon, Libby Robinson, Lydia Smith, Maggie Megelsh, Nick Alexakos, Noah Diaz, Patrick Sullivan, Toby Forehand, William Ferguson"
,,,,,,,,,,,
5/17/2019 12:02:48,Florida,No,N/A,Confidence,Instagram page,Robinson/Adams,Prior relationship with candidates,Unlikely,Yes,Moderately involved,"Abby Murray, Anna Adams, Anna Claire Williams, Isaac Richardson, Jonathan Crampton, Jonathan McCallum, Patrick Sullivan, Toby Forehand"
,,,,,,,,,,,
5/17/2019 12:17:01,Kentucky,Yes,N/A,Kindness,Campaign merchandise,Forehand/McDonald,Performance during debates,Very likely,Yes,Slightly involved,"Anna Claire Williams, Blake Landry, Bradley Conrad, Briley Glisson, Caroline Gould, Chloe Carlson, Emma Freeland, Isaac Richardson, Libby Robinson, Maggie Megelsh, Meredith Durham, Nick Alexakos, Noah Diaz, Patrick Sullivan, Toby Forehand"
,,,,,,,,,,,
5/17/2019 12:24:41,Mississippi,Yes,Vision,Humility,Elections Hall table setup,Robinson/Adams,Prior relationship with candidates,Unlikely,Yes,Moderately involved,"Anna Adams, Anna Claire Williams, Briley Glisson, Chad Fryer, Jonathan Crampton, Logan Hancock, Patrick Sullivan"
,,,,,,,,,,,
5/17/2019 12:53:05,Virginia,Yes,Vision,Honesty,Instagram page,Robinson/Adams,Campaign team outreach,Unlikely,Yes,Moderately involved,"Abby Murray, Andrew Gwinn, Anna Adams, Anna Claire Williams, Blake Landry, Braden Kanyur, Briley Glisson, Caleb Hahn, Caroline Gould, Chad Fryer, Charlie Hester, Chloe Carlson, Chloe Jo Woodell, Daniel McCarthy, David Gosz, Emma Freeland, Eva Reynolds, Grace Slack, Isaac Richardson, Jonathan Crampton, Josiah Kolar, Josiah Wolfe, Kasey Cochran, Kylee Brandon, Libby Robinson, Lindsey Caba, Liz Daley, Logan Hancock, Luke Bieber, Lydia Smith, Madelyn McDonald, Maggie Megelsh, Meredith Durham, Nathan Furlough, Noah Diaz, Noah Kent, Patrick Sullivan, Taylor Migliore, Toby Forehand, William Ferguson"
,,,,,,,,,,,
5/17/2019 15:44:36,Nebraska,No,N/A,Open-mindedness,Elections Hall table setup,Richardson/Benitez,Prior relationship with candidates,Out of the question,Yes,Very involved,"Biani Benitez, Bradley Conrad, Isaac Richardson, Josiah Kolar"
,,,,,,,,,,,
5/17/2019 17:25:39,Oregon,Yes,Vision,Honesty,Instagram page,Forehand/McDonald,Personal interaction at National Convention,Unlikely,Yes,Very involved,"Abby Murray, Anna Claire Williams, Biani Benitez, Blake Landry, Briley Glisson, Caleb Hahn, Chloe Jo Woodell, Eva Reynolds, Grace Slack, Isaac Richardson, Josiah Kolar, Lindsey Caba, Liz Daley, Logan Hancock, Madelyn McDonald, Maggie Megelsh, Noah Diaz, Noah Kent, Toby Forehand"
,,,,,,,,,,,
5/17/2019 17:56:04,,No,N/A,Honesty,Campaign posters,Undecided,Performance during debates,Very likely,Yes,Moderately involved,"Anna Claire Williams, Briley Glisson, Caroline Gould, David Gosz, Emma Freeland, Isaac Richardson, Logan Hancock, Maggie Megelsh, Meredith Durham, Patrick Sullivan, Taylor Migliore, Toby Forehand, William Ferguson"
,,,,,,,,,,,
5/17/2019 18:25:08,North Carolina,Yes,Vision,Humility,Instagram page,Forehand/McDonald,Prior relationship with candidates,Out of the question,Yes,Very involved,"Abby Murray, Andrew Gwinn, Anna Adams, Anna Claire Williams, Biani Benitez, Braden Kanyur, Briley Glisson, Caleb Hahn, Caleb Shirk, Caroline Gould, Carter MacDonald, Chad Fryer, Charlie Hester, Chloe Carlson, Chloe Jo Woodell, David Gosz, Emma Freeland, Eva Reynolds, Grace Slack, Isaac Richardson, Jonathan Crampton, Josiah Wolfe, Kasey Cochran, Libby Robinson, Lindsey Caba, Liz Daley, Logan Hancock, Luke Bieber, Lydia Smith, Madelyn McDonald, Maggie Megelsh, Meredith Durham, Nathan Furlough, Patrick Sullivan, Peter Stephenson, Taylor Migliore, Tessa Lynn, Toby Forehand, William Ferguson"
,,,,,,,,,,,
5/17/2019 19:23:10,Alabama,Yes,Compassion,Honesty,Campaign merchandise,Robinson/Adams,Prior relationship with candidates,Unlikely,Yes,Moderately involved,"Anna Adams, Anna Claire Williams, Bradley Conrad, Briley Glisson, Chad Fryer, David Gosz, Emma Freeland, Isaac Richardson, Libby Robinson, Logan Hancock, Luke Bieber, Maggie Megelsh, Meredith Durham, Patrick Sullivan, William Ferguson"
,,,,,,,,,,,
5/17/2019 19:30:45,South Carolina,No,N/A,Honesty,Instagram page,Forehand/McDonald,Social media presence,Unlikely,Yes,Moderately involved,"Abby Murray, Chad Fryer, Charlie Hester, Emma Freeland, Isaac Richardson, Libby Robinson, Liz Daley, Logan Hancock, Madelyn McDonald, Maggie Megelsh, Meredith Durham, Taylor Migliore, Toby Forehand"
,,,,,,,,,,,
5/17/2019 19:36:31,Oregon,No,N/A,Humility,Instagram page,Forehand/McDonald,Campaign team outreach,Unlikely,Yes,Very involved,"Caleb Hahn, Liz Daley, Madelyn McDonald, Toby Forehand, William Ferguson"
,,,,,,,,,,,
5/17/2019 19:43:26,,Yes,Perseverance,Honesty,,Robinson/Adams,Prior relationship with candidates,It's possible,Yes,Very involved,"Abby Murray, Anna Adams, Bradley Conrad, Daniel McCarthy, Emma Freeland, Kylee Brandon, Libby Robinson, Noah Diaz, Patrick Sullivan"
,,,,,,,,,,,
5/17/2019 19:44:16,Florida,No,N/A,Honesty,Instagram page,Robinson/Adams,Prior relationship with candidates,Unlikely,Yes,Moderately involved,"Anna Claire Williams, Blake Landry, Emma Freeland, Isaac Richardson, Libby Robinson, Logan Hancock, Luke Bieber, Maggie Megelsh, Meredith Durham, Patrick Sullivan, Toby Forehand"
,,,,,,,,,,,
5/17/2019 19:44:24,Mississippi,No,,Open-mindedness,Instagram page,Undecided,Social media presence,Very likely,Yes,Moderately involved,"Abby Murray, Anna Claire Williams, Biani Benitez, Blake Landry, Bradley Conrad, Briley Glisson, Caroline Gould, Carter MacDonald, Chad Fryer, Charlie Hester, Chloe Carlson, David McElroy, Emma Freeland, Grace Slack, Isaac Richardson, Jonathan Crampton, Jonathan McCallum, Kylee Brandon, Lauren Wagner, Libby Robinson, Lindsey Caba, Luke Bieber, Madelyn McDonald, Maggie Megelsh, Matthias Haas, Meredith Durham, Noah Diaz, Noah Kent, Patrick Sullivan, Toby Forehand"
,,,,,,,,,,,
5/17/2019 19:49:27,Texas,No,N/A,Humility,Instagram page,Richardson/Benitez,Prior relationship with candidates,Very likely,Yes,Moderately involved,"Biani Benitez, Braden Kanyur, Chloe Carlson, David McElroy, Isaac Richardson, Liz Daley, Logan Hancock, Madelyn McDonald, Maggie Megelsh, Patrick Sullivan, Ryan Folmar, Toby Forehand"
,,,,,,,,,,,
5/17/2019 19:52:18,Washington,No,Perseverance,Honesty,Instagram page,Richardson/Benitez,Performance during debates,It's possible,Yes,Moderately involved,"Biani Benitez, Isaac Richardson, Toby Forehand"
,,,,,,,,,,,
5/17/2019 19:52:21,Kentucky,Yes,Vision,Confidence,Elections Hall table setup,Forehand/McDonald,Prior relationship with candidates,Very likely,Yes,Moderately involved,Nick Alexakos
,,,,,,,,,,,
5/17/2019 19:55:44,Washington,No,Perseverance,Honesty,Instagram page,Richardson/Benitez,Personal interaction at National Convention,It's possible,Yes,Moderately involved,"Biani Benitez, Isaac Richardson, Toby Forehand"
,,,,,,,,,,,
5/17/2019 19:58:59,Virginia,No,N/A,Humility,Instagram page,Forehand/McDonald,Social media presence,Unlikely,Yes,Moderately involved,"Carter MacDonald, Toby Forehand"
,,,,,,,,,,,
5/17/2019 20:01:40,Arkansas,No,N/A,Honesty,Instagram page,Richardson/Benitez,Social media presence,It's possible,Yes,Moderately involved,"Andrew Gwinn, Biani Benitez, Caleb Hahn, Carter MacDonald, Charlie Hester, Chloe Jo Woodell, Isaac Richardson, Jonathan McCallum, Josiah Wolfe, Kylee Brandon, Lindsey Caba, Logan Hancock, Madelyn McDonald, Nathan Furlough, Patrick Sullivan"
,,,,,,,,,,,
5/17/2019 20:05:04,Texas,Yes,Vision,Humility,Instagram page,Richardson/Benitez,Prior relationship with candidates,Unlikely,Yes,Very involved,"Biani Benitez, Caleb Hahn, Carter MacDonald, Chad Fryer, Chloe Carlson, Daniel McCarthy, Emma Freeland, Grace Slack, Lindsey Caba, Luke Bieber, Noah Diaz, Patrick Sullivan, Toby Forehand"
,,,,,,,,,,,
5/17/2019 20:05:57,Oklahoma,Yes,Perseverance,Kindness,Elections Hall table setup,Richardson/Benitez,Prior relationship with candidates,Unlikely,Yes,Very involved,"Abby Murray, Anna Adams, Anna Claire Williams, Biani Benitez, Braden Kanyur, Briley Glisson, Caleb Hahn, Caroline Gould, Carter MacDonald, David Gosz, Grace Slack, Isaac Richardson, Josiah Wolfe, Lindsey Caba, Madelyn McDonald, Maggie Megelsh, Meredith Durham, Noah Kent, Patrick Sullivan, Spencer Graham, Tessa Lynn, Toby Forehand"
,,,,,,,,,,,
5/17/2019 20:11:16,Kansas,Yes,Perseverance,Confidence,Instagram page,Richardson/Benitez,Campaign team outreach,Unlikely,Yes,Very involved,"Abby Murray, Anna Adams, Anna Claire Williams, Biani Benitez, Blake Landry, Bradley Conrad, Briley Glisson, Caleb Shirk, Caroline Gould, Chad Fryer, Charlie Hester, Chloe Carlson, David Gosz, Emma Freeland, Isaac Richardson, Jonathan Crampton, Josiah Kolar, Josiah Wolfe, Libby Robinson, Liz Daley, Logan Hancock, Luke Bieber, Lydia Smith, Madelyn McDonald, Maggie Megelsh, Meredith Durham, Nathan Furlough, Noah Kent, Patrick Sullivan, Spencer Graham, Taylor Migliore, Tessa Lynn, Toby Forehand, William Ferguson"
,,,,,,,,,,,
5/17/2019 20:18:42,Louisiana,Yes,Compassion,Humility,Elections Hall table setup,Richardson/Benitez,Prior relationship with candidates,Unlikely,Yes,Moderately involved,"Abby Murray, Andrew Gwinn, Anna Adams, Anna Claire Williams, Biani Benitez, Blake Landry, Briley Glisson, Caroline Gould, Chad Fryer, Chloe Carlson, Chloe Jo Woodell, Daniel McCarthy, David Gosz, Emma Freeland, Eva Reynolds, Grace Slack, Isaac Richardson, Jonathan Crampton, Josiah Kolar, Josiah Wolfe, Kylee Brandon, Libby Robinson, Lindsey Caba, Logan Hancock, Luke Bieber, Lydia Smith, Madelyn McDonald, Maggie Megelsh, Noah Diaz, Noah Kent, Olivia Banta, Patrick Sullivan, Peter Stephenson, Toby Forehand"
,,,,,,,,,,,
5/17/2019 20:19:33,Oklahoma,Yes,Vision,Humility,Elections Hall table setup,Forehand/McDonald,Personal interaction at National Convention,It's possible,Yes,Moderately involved,"Anna Claire Williams, Biani Benitez, Caleb Hahn, Caroline Gould, David Gosz, Emma Freeland, Eva Reynolds, Isaac Richardson, Josiah Kolar, Josiah Wolfe, Madelyn McDonald, Noah Diaz, Noah Kent, Patrick Sullivan, Spencer Graham, Tessa Lynn, Toby Forehand"
,,,,,,,,,,,
5/17/2019 20:39:30,South Dakota,No,N/A,Humility,Instagram page,Undecided,Personal interaction at National Convention,It's possible,Yes,Very involved,"Abby Murray, Caroline Gould, David Gosz, Isaac Richardson, Josiah Kolar, Liz Daley, Patrick Sullivan, William Ferguson"
,,,,,,,,,,,
5/17/2019 20:48:10,Kansas,No,N/A,Honesty,Instagram page,Undecided,Prior relationship with candidates,Very likely,Yes,Moderately involved,Caroline Gould
,,,,,,,,,,,
5/17/2019 21:48:13,Michigan,No,N/A,Honesty,Instagram page,Undecided,Performance during debates,It's possible,Yes,Very involved,"Andrew Gwinn, Biani Benitez, Caleb Hahn, Carter MacDonald, Emma Freeland, Lindsey Caba, Luke Bieber, Madelyn McDonald, Nathan Furlough, Noah Diaz, Olivia Banta, Spencer Graham"
,,,,,,,,,,,
5/17/2019 23:19:32,Alabama,Yes,Perseverance,Humility,Campaign posters,Robinson/Adams,Campaign team outreach,Unlikely,Yes,Slightly involved,"Anna Adams, Bradley Conrad, Briley Glisson, Josiah Kolar, Libby Robinson, Luke Bieber, Maggie Megelsh, Patrick Sullivan, Taylor Migliore, Toby Forehand"
,,,,,,,,,,,
5/17/2019 23:44:23,New Mexico,No,N/A,Humility,Instagram page,Richardson/Benitez,Prior relationship with candidates,Unlikely,Yes,Very involved,"Chloe Jo Woodell, Eva Reynolds, Libby Robinson"
,,,,,,,,,,,
5/18/2019 2:40:48,Kentucky,No,N/A,Confidence,Campaign merchandise,Undecided,Prior relationship with candidates,,Yes,Very involved,"Anna Adams, Anna Claire Williams, Emma Freeland, Grace Slack, Liz Daley, Maggie Megelsh, Matthias Haas, Nathan Furlough, Nick Alexakos, Olivia Banta, Toby Forehand"
,,,,,,,,,,,
5/18/2019 2:44:44,South Carolina,No,N/A,Kindness,Instagram page,Undecided,Campaign team outreach,It's possible,Yes,Very involved,"Chad Fryer, Lindsey Caba, Logan Hancock"
,,,,,,,,,,,
5/18/2019 3:02:23,Arkansas,Yes,Compassion,Humor,Campaign merchandise,Undecided,Social media presence,It's possible,Yes,Very involved,Chloe Jo Woodell
,,,,,,,,,,,
5/18/2019 4:02:12,Kansas,Yes,Perseverance,Humility,Instagram page,Richardson/Benitez,Social media presence,Unlikely,Yes,Moderately involved,"Biani Benitez, Bradley Conrad, Briley Glisson, Caroline Gould, Emma Freeland, Eva Reynolds, Isaac Richardson, Josiah Wolfe, Lydia Smith, Madelyn McDonald, Toby Forehand, William Ferguson"
,,,,,,,,,,,
5/18/2019 5:11:02,Florida,Yes,Vision,Humility,Campaign merchandise,Undecided,Personal interaction at National Convention,Very likely,Yes,Very involved,"Abby Murray, Anna Adams, Anna Claire Williams, Biani Benitez, Blake Landry, Braden Kanyur, Briley Glisson, Caroline Gould, Chad Fryer, Charlie Hester, Daniel McCarthy, David Gosz, Emma Freeland, Isaac Richardson, Jonathan Crampton, Josiah Kolar, Kylee Brandon, Libby Robinson, Liz Daley, Logan Hancock, Luke Bieber, Madelyn McDonald, Maggie Megelsh, Meredith Durham, Nathan Furlough, Patrick Sullivan, Toby Forehand, William Ferguson"
,,,,,,,,,,,
5/18/2019 5:33:14,Oregon,No,Compassion,Humility,Instagram page,Forehand/McDonald,Performance during debates,It's possible,Yes,Very involved,"Caleb Hahn, Caroline Gould, Emma Freeland, Grace Slack, Isaac Richardson, Liz Daley, Madelyn McDonald, Noah Kent, Toby Forehand, William Ferguson"
,,,,,,,,,,,
5/18/2019 15:12:30,Texas,Yes,Vision,Humility,Elections Hall table setup,Undecided,Performance during debates,Very likely,Yes,Moderately involved,"Abby Murray, Andrew Gwinn, Anna Adams, Anna Claire Williams, Biani Benitez, Blake Landry, Braden Kanyur, Bradley Conrad, Briley Glisson, Caleb Hahn, Caleb Shirk, Caroline Gould, Carter MacDonald, Chad Fryer, Charlie Hester, Chloe Carlson, Chloe Jo Woodell, David Gosz, David McElroy, Emma Freeland, Eva Reynolds, Grace Slack, Isaac Richardson, Jonathan Crampton, Josiah Wolfe, Kasey Cochran, Kylee Brandon, Libby Robinson, Lindsey Caba, Liz Daley, Logan Hancock, Luke Bieber, Lydia Smith, Madelyn McDonald, Maggie Megelsh, Meredith Durham, Nathan Furlough, Noah Diaz, Noah Kent, Olivia Banta, Patrick Sullivan, Peter Stephenson, Ryan Folmar, Spencer Graham, Tessa Lynn, Toby Forehand"
,,,,,,,,,,,
5/15/2019 20:03:23,Tennessee,No,,,,,,,,,
,,,,,,,,,,,
5/15/2019 21:24:57,,,,,,,,,,,
,,,,,,,,,,,
5/16/2019 16:46:04,,No,N/A,,,Forehand/McDonald,,,,,Caleb Hahn
,,,,,,,,,,,
5/18/2019 3:49:51,Texas,Yes,N/A,Humility,,Forehand/McDonald,Prior relationship with candidates,,,Very involved,"Biani Benitez, Caroline Gould, Carter MacDonald, Chloe Carlson, David McElroy, Madelyn McDonald"
